ticker,trailing_pe,forward_pe,peg_ratio,earnings_growth_5y,price_to_book,trailing_eps,market_cap_musd,revenue_ttm_musd,net_income_ttm_musd
IBM,19.22033,20.87411,2.3720579545454545,0.088,6.80694,12.34006,222483.0,67535.0,11730.0
IBN,17.32063,17.41032,,-999.9999,2.6036,1.58597,99369.17,20985.57,5727.945
ICE,28.06794,23.46575,2.2672222222222222,0.1035,3.1761,5.77064,91744.79,12640.0,3315.0
ICG,,9.36716,1.3018985406532313,0.07195,,,4712.831,,
IDXX,44.7062,45.42241,3.0484838926174493,0.149,29.03456,13.07984,46443.5,4303.702,1059.464
IEX,31.14416,25.30855,2.1090458333333335,0.12,3.69953,6.41308,14820.49,3457.5,483.2
IFF,-99999.99,17.1381,4.364504545801819,0.0392669999999999,1.32113,-1.31851,18680.17,10890.0,-335.0
IFX,,23.14749,1.017472087912088,0.2275,,,55358.0,,
IGG,,17.27954,2.742784126984127,0.063,,,4849.56,,
III,,4.1458,2.591125,0.016,,,27641.36,,
IMB,,9.00423,0.8273437284647119,0.108833,,,24072.54,,
IMI,,21.03355,3.1369947800149145,0.06705,,,6721.764,,
INCY,15.13898,14.37808,0.1283642531916793,1.1201,3.72381,6.40466,19296.45,5141.242,1286.65
INF,,14.54737,1.4540099950024987,0.10005,,,9856.727,,
INFY,18.84883,17.2973,,-999.9999,6.19874,0.73002,58353.78,18731.64,3025.635
INTC,-99999.99,182.60355,,-999.9999,2.69712,-0.08213,309896.8,52853.0,-267.0
INTU,23.47344,15.59298,1.0971699971854771,0.14212,5.26718,15.40848,100025.4,20121.0,4340.0
INVH,27.16171,29.45508,4.131147265077138,0.0713,1.66635,0.95723,15585.6,2729.296,586.964
IP,-99999.99,154.53782,3.8346853598014894,0.4029999999999999,1.30976,-5.37963,19474.5,24896.0,-2819.0
IQV,21.49659,14.19272,1.6816018957345973,0.0843999999999999,4.40704,7.86078,28366.05,16310.0,1360.0
IR,59.77499,26.49234,4.571585849870578,0.05795,3.37364,1.45596,34082.52,7650.9,581.4
IRM,224.7426,54.4812,2.7515757575757576,0.198,-99999.99,0.48362,32332.97,6901.737,144.591
ISP,,10.59468,1.8751646017699115,0.0565,,,97723.95,,
ISRG,57.75784,52.70145,3.269827826896231,0.1611749999999999,9.06358,7.87668,161580.9,10064.7,2856.0
IT,15.33549,11.55982,2.028038596491228,0.057,32.78165,9.65212,10428.05,6497.226,729.231
ITRK,,15.07204,2.209976539589442,0.0682,,,5803.229,,
ITW,26.03852,26.13512,28.002914389799635,0.009333,24.44643,10.49138,78697.17,16044.0,3066.0
IVZ,-99999.99,11.89923,0.6438977272727272,0.1848,1.0766,-1.61572,10449.07,6377.1,-726.3
J,33.19945,17.91497,1.2355151724137932,0.145,4.34066,3.82928,14931.0,12390.11,459.418
JBHT,36.65094,37.44617,2.074580055401662,0.1805,5.97591,6.145,21306.73,11999.1,598.282
JBL,39.26066,25.16143,1.3901342541436463,0.181,23.07058,7.46345,30914.38,32667.0,809.0
JCI,47.58007,30.77407,1.6793489768076395,0.18325,6.57474,2.98129,86821.59,23967.0,1913.0
JD,14.93666,10.59483,0.8756057851239669,0.121,1.17947,1.89734,45460.32,191627.6,2873.642
JKHY,22.01803,29.69028,,-999.9999,5.02436,6.96611,11069.03,2464.531,507.366
JNJ,21.85351,22.40888,3.007903355704698,0.0745,7.12572,11.04216,581222.4,94193.0,26804.0
JPM,15.50814,15.62163,1.775185227272727,0.088,2.44378,20.01078,832373.2,193341.0,55680.0
KDP,17.31766,12.89598,1.9334302848575713,0.0667,1.4068,1.52561,35895.96,16603.0,2079.0
KEY,14.23368,14.66802,,-999.9999,1.33477,1.52104,23223.82,8386.0,1685.0
KEYS,56.95058,39.91398,3.5958540540540542,0.111,8.94135,5.67053,55385.02,5677.0,981.0
KGF,,12.97561,0.9205824760553388,0.14095,,,5071.792,,
KHC,-99999.99,9.19981,,-0.0661,0.66128,-4.93983,27592.69,24942.0,-5846.0
KIM,28.26582,30.09,6.184994861253854,0.04865,1.4965,0.81618,15558.48,2140.116,551.174
KKR,39.65078,18.2091,0.8598648514641091,0.211767,2.91805,2.34119,82762.67,20453.83,2238.39
KLAC,50.25555,74.18737,6.998808490566038,0.106,41.44332,34.36954,226403.4,12744.61,4557.987
KMB,20.05216,13.17056,2.743866666666667,0.048,21.64642,4.88526,32515.45,17233.0,1628.0
KMI,24.11445,25.63166,2.537788118811881,0.1009999999999999,2.35386,1.36723,73352.28,16937.0,3039.0
KO,25.72641,26.14016,4.268966080381493,0.061233,10.45511,3.0389,336498.7,47941.0,13107.0
KR,45.68271,14.6535,2.1236956521739128,0.069,-99999.99,1.53997,43094.7,147642.0,1001.0
KVUE,22.81802,16.81459,,-0.0064,3.10245,0.76387,33464.14,15124.0,1470.0
L,13.897,-99999.99,,-999.9999,1.2224,7.9787,22815.52,18480.0,1667.0
LAND,,11.53877,1.670421413784617,0.069077,,,4351.045,,
LDOS,13.9991,13.19144,1.1371931034482758,0.1159999999999999,4.00094,11.11714,19598.26,17174.0,1448.0
LEN,-99999.99,13.03768,1.0265889763779528,0.127,1.00389,-99999.99,21956.24,-99999.99,-99999.99
LGEN,,11.95797,1.17235,0.102,,,14754.41,,
LH,26.12708,16.74233,1.8659604346614656,0.089725,2.60586,10.45888,22516.62,13951.7,876.5
LHX,41.94835,33.57343,2.4506153284671535,0.1369999999999999,3.4064,8.53359,66863.75,21865.0,1606.0
LII,21.44213,21.30559,2.278672727272727,0.0935,14.61967,22.79065,17014.8,5195.3,805.8
LIN,34.47197,30.64866,3.949569587628866,0.0776,6.10199,14.60027,233226.3,33986.0,6898.0
LLOY,,13.36788,0.8004718562874251,0.1669999999999999,,,58933.42,,
LLY,41.60855,40.09074,0.9039625704622322,0.4435,34.01031,22.95658,902481.6,65179.0,20640.0
LMP,,14.35874,4.487106249999999,0.032,,,4477.816,,
LMT,29.02996,28.27278,2.6748136234626303,0.1057,21.25669,21.49056,143778.4,75048.0,5017.0
LNT,23.45313,22.93858,3.185913888888889,0.072,2.5847,3.14329,19040.14,4363.0,810.0
LOW,20.91224,20.1757,3.635261261261262,0.0555,-99999.99,11.85,138789.3,86287.0,6636.0
LRCX,53.03263,87.13338,4.816660033167496,0.1809,31.91146,4.87926,323132.0,20560.53,6213.409
LSEG,,21.88427,1.6726873189485834,0.130833,,,44641.94,,
LULU,12.52136,12.6121,,-999.9999,4.08107,13.29808,19248.33,11102.6,1579.183
LUV,50.31911,41.47499,0.7568428832116788,0.5479999999999999,2.59761,0.7991,19746.16,28063.0,441.0
LVS,23.17972,18.64923,2.032990308831064,0.091733,23.1283,2.35033,36153.92,13017.0,1627.0
LW,19.42958,7.49082,,-0.013,3.16509,2.14158,5745.209,6518.0,300.3
LYB,-99999.99,32.76065,,-0.0646,2.30877,-2.48174,23283.22,30153.0,-799.0
LYV,-99999.99,12988.88889,1794.0454267955802,0.0724,142.17,-0.24915,38029.39,25201.41,-54.829
MA,30.47219,30.51847,1.997608901980036,0.152775,58.25193,16.52556,449089.9,32791.0,14968.0
MAA,33.19636,29.47443,,-0.002,2.58342,3.78415,14615.59,2209.126,442.985
MAR,37.16762,34.98444,3.3801391304347828,0.1035,-99999.99,9.49563,93502.45,26186.0,2601.0
MAS,16.45448,16.1251,2.7377079796264856,0.0588999999999999,-99999.99,3.85427,12912.76,7562.0,810.0
MC,,21.96757,4.785962962962963,0.0458999999999999,,,240855.6,,
MCD,25.8964,25.52358,3.451931295645118,0.07394,-99999.99,11.9534,220036.7,26886.0,8563.0
MCHP,-99999.99,48.35359,1.6280670033670033,0.297,5.87456,-0.28775,38539.67,4372.4,-154.4
MCK,25.12922,22.57532,1.6162749239305532,0.139675,-99999.99,34.75755,106984.2,397958.0,4340.0
MCO,32.05467,29.82854,2.0507762117566175,0.14545,19.19164,13.67102,78004.86,7718.0,2459.0
MDLZ,31.27249,20.40119,15.897444089456869,0.012833,2.93089,1.88952,75839.45,38537.0,2451.0
MDT,24.54777,15.58246,2.371759512937595,0.0657,2.30317,3.58118,112866.3,35483.0,4613.0
MET,15.84603,8.56835,0.7450739130434784,0.115,1.72268,4.71096,48675.82,76989.0,3173.0
META,21.49769,25.42041,2.087918685831622,0.12175,7.3182,29.23058,1589547.0,200965.0,75206.0
MGM,50.83906,17.40914,1.9783113636363636,0.088,3.92601,0.72641,9448.417,17537.68,211.09
MKC,8.43255,17.05061,3.191026144891733,0.053433,1.98032,6.10017,13833.6,7108.7,1643.3
MKS,,15.86418,2.744667820069204,0.0578,,,7594.875,,
MLM,36.46422,32.95192,3.7875770114942537,0.087,3.76034,17.1538,37725.18,6543.0,1038.0
MMM,25.1017,18.72566,2.0910843104410946,0.08955,16.97299,5.99561,78620.63,24948.0,3250.0
MNDI,,13.77597,,-999.9999,,,3770.162,,
MNG,,11.42891,,-999.9999,,,7029.521,,
MNST,39.36145,38.26336,2.276226055919096,0.1681,9.02853,1.93565,74506.66,8294.343,1905.432
MO,16.38699,12.42975,3.8245384615384617,0.0325,-99999.99,4.11668,112746.8,23279.0,6926.0
MOH,16.99373,10.39539,,-999.9999,1.81803,8.5355,7555.81,45426.0,472.0
MOS,14.96985,9.52471,0.8738266055045872,0.109,0.66371,1.68806,8023.358,12052.4,540.7
MPC,18.10333,24.06444,,-999.9999,4.11303,13.33456,71091.55,135049.0,4043.0
MPWR,103.7831,75.45028,4.013312765957447,0.188,18.4024,12.85576,65533.73,2790.459,621.483
MRK,16.86073,13.67914,1.2511446681239884,0.1093329999999999,5.77096,7.27608,303004.8,65011.0,18254.0
MRNA,-99999.99,-6.03455,,-999.9999,2.22143,-7.26179,19341.54,1944.0,-2822.0
MRO,,16.87692,0.8392302337145698,0.2011,,,6664.774,,
MRSH,20.56146,18.04331,2.55933475177305,0.0705,5.5595,8.42061,83643.23,26981.0,4160.0
MS,17.45659,17.9798,1.257328671328671,0.143,2.76789,10.20589,281739.9,119662.0,16249.0
MSCI,34.79463,31.78618,2.605424590163935,0.122,-99999.99,15.68863,39914.86,3134.459,1202.305
MSFT,23.34249,31.63353,1.876993229812559,0.168533,7.0906,15.98244,2770280.0,305453.0,119262.0
MSI,34.70357,29.19366,3.208094505494506,0.091,30.42417,12.75085,73545.1,11682.0,2154.0
MTB,13.08097,13.29355,1.0896352459016394,0.122,1.28524,17.0469,33225.57,10486.0,2698.0
MTCH,13.59716,14.61013,1.2249935019745612,0.119267,-99999.99,2.38947,7558.619,3487.197,613.446
MTD,30.15435,30.09151,3.924962500163043,0.076667,-99999.99,42.11664,25715.6,4026.399,869.193
MU,19.9001,12.80668,0.154167328758878,0.8306999999999999,6.56183,21.1813,475351.2,58119.0,24111.0
MUV2,,11.38611,1.3885500000000002,0.0819999999999999,,,72508.02,,
NCLH,23.40745,9.62438,0.5317337016574586,0.181,4.11195,0.85272,9092.691,9827.592,423.246
NDAQ,27.24449,24.79171,1.5389019242706392,0.1611,3.92498,3.0909,47868.66,8262.0,1788.0
NDSN,29.85709,24.53092,1.886993846153846,0.13,4.9517,9.25241,15410.22,2845.728,523.204
NEE,28.629,25.65579,3.2997800643086816,0.07775,3.6039,3.30015,197019.4,27413.0,6834.0
NEM,18.63293,18.69933,0.4850669260700389,0.3854999999999999,3.82679,6.38708,128522.8,22669.0,7085.0
NFLX,40.38098,40.02275,1.7651929802895918,0.226733,16.18876,2.52718,430871.7,45183.04,10981.2
NI,24.81416,25.71899,3.1949055900621115,0.0805,2.4539,1.95332,23234.47,6642.2,926.9
NKE,28.94527,26.712,2.244705882352941,0.119,4.62172,1.52011,65159.03,46523.0,2250.0
NOC,23.71152,26.50706,4.417843333333333,0.06,5.88095,29.12382,98083.84,41954.0,4182.0
NOW,53.78585,25.20558,1.1809598328281008,0.2134329999999999,7.25517,1.66977,93057.23,13278.0,1748.0
NRG,41.01022,20.18163,1.37821597590707,0.146433,29.87306,3.94487,34358.22,30713.0,797.0
NSC,23.18168,24.38763,3.8496653512233623,0.06335,4.26265,12.73851,72297.0,12180.0,2870.0
NTAP,16.00323,12.08901,1.6907706293706293,0.0715,16.35808,5.97817,18878.6,6709.0,1212.0
NTES,14.74364,12.61384,,-999.9999,3.05798,7.68128,71709.7,16486.49,4941.857
NTRS,17.45272,17.79859,1.412586507936508,0.126,2.35573,8.74534,28285.53,13607.6,1679.2
NUE,24.42317,22.62666,1.41416625,0.16,2.00646,7.53383,41903.36,32494.0,1737.0
NVDA,37.51925,39.32306,0.8494936271332901,0.4629,28.4167,4.90175,4469013.0,215938.0,120067.0
NVR,15.54635,16.10677,8.948205555555555,0.018,4.92445,437.3214,18887.74,10443.29,1339.816
NWG,,9.72006,0.7253776119402985,0.134,,,48301.85,,
NWSA,31.671,25.711,2.2652863436123347,0.1134999999999999,1.55962,0.77642,14362.18,8624.0,439.0
NXPI,25.88284,17.4554,2.1190166919575115,0.082375,5.1715,7.94619,51971.34,12269.0,2021.0
NXT,,18.3819,1.829044776119403,0.1005,,,16241.26,,
O,54.28341,49.47162,16.7700406779661,0.0295,1.49668,1.16426,58930.88,5749.377,1058.59
ODFL,43.31099,43.56053,8.908083844580778,0.0489,10.13502,4.83711,43665.17,5496.389,1023.703
OKE,15.92426,15.85619,3.4469978260869567,0.046,2.41353,5.41187,54296.04,33629.0,3393.0
OMC,151.4318,8.85536,1.1728953642384106,0.0755,1.94632,0.49448,21339.97,17271.9,-54.5
ON,206.7186,29.39107,3.701646095717884,0.0794,3.54121,0.33132,26938.99,5995.4,121.0
OR,,28.28496,7.1516965865992415,0.03955,,,192669.0,,
ORCL,24.66842,19.70618,1.012910819840658,0.1945499999999999,12.47511,5.89985,418579.8,64077.0,17146.0
ORLY,31.82062,31.73536,3.3405642105263156,0.095,-99999.99,2.96663,78984.43,17781.99,2538.209
OTIS,23.16438,20.22754,2.6116901226597804,0.07745,-99999.99,3.50754,31583.56,14431.0,1384.0
OXY,43.20641,25.58018,,-999.9999,2.07994,1.35466,58043.92,21593.0,1350.0
PANW,92.46657,43.33351,3.067489930415454,0.141267,12.49803,1.80595,135428.9,9893.3,1281.9
PAYC,14.21725,12.38541,1.0561718130420323,0.117267,3.63456,8.07751,5467.954,2051.7,453.4
PAYX,19.36744,18.67812,,-999.9999,7.84339,4.53648,31479.44,6333.8,1636.7
PCAR,28.16967,23.21354,,-0.065,3.46512,4.51017,66861.71,28444.8,2375.8
PCG,15.99457,12.41503,0.9892454183266932,0.1255,1.32256,1.16477,40948.14,24935.0,2593.0
PCT,,-99999.99,,-999.9999,,,6016.697,,
PDD,10.26911,9.11314,,-999.9999,2.30522,9.79345,142773.8,63214.82,14545.26
PEG,19.89683,20.77218,2.3252527061668142,0.089333,2.46126,4.21826,41859.24,12168.0,2111.0
PEP,26.24868,19.25376,5.393210084033614,0.0356999999999999,10.55027,5.99992,215279.5,93925.0,8240.0
PFE,20.08708,8.72324,,-0.006,1.78978,1.3551,154837.0,62579.0,7745.0
PFG,17.4927,11.11847,0.8027776173285199,0.1384999999999999,1.68872,5.27763,19982.6,16006.6,1185.1
PG,21.73088,20.89769,4.8655855646100115,0.04295,6.52022,6.74892,340837.9,85259.0,16160.0
PGR,10.39256,11.15831,1.4779218543046355,0.0755,3.86273,19.23299,116922.4,87637.0,11308.0
PH,35.85626,32.42875,3.5832872928176793,0.0905,8.66839,27.41474,124069.6,20461.42,3537.038
PHM,10.99339,10.61513,3.5383766666666667,0.03,1.81409,11.1185,23417.95,17311.95,2218.731
PKG,24.26105,20.9231,1.7882991452991457,0.1169999999999999,4.03747,8.57836,18528.5,8989.3,768.8
PLD,38.83064,50.89796,1.7430808219178082,0.292,2.41377,3.55441,128666.5,8790.127,3322.349
PLTR,206.2105,180.584,3.6704065040650407,0.492,42.23844,0.6328,311958.6,4475.446,1625.033
PM,22.19772,21.65476,1.8819261821373632,0.115067,-99999.99,7.26426,251313.0,40648.0,11316.0
PNC,13.43495,14.09529,,-999.9999,1.43851,16.61562,90044.49,25307.0,6576.0
PNR,23.04631,18.47178,1.6551774193548383,0.1116,3.81554,3.92514,14618.59,4176.0,649.5
PNW,20.66099,21.74456,,-999.9999,1.79216,5.05542,12641.13,5339.939,616.531
PODD,56.96624,40.8614,1.3711879194630874,0.298,9.26435,3.50067,13812.57,2708.2,247.1
POOL,19.7123,19.52895,4.0685312499999995,0.048,6.58919,10.83131,7835.942,5289.396,404.419
PPG,15.86351,14.33069,2.985560416666667,0.048,3.08651,6.91524,24550.71,15875.0,1571.0
PPL,25.05239,21.94598,3.0062986301369863,0.073,2.0092,1.58907,29943.69,9042.0,1181.0
PRU,,13.859,0.9970503597122302,0.139,,,28213.2,,
PSA,32.53397,32.61672,10.87224,0.03,10.50788,9.01427,51481.29,4824.113,1585.585
PSKY,-99999.99,15.21739,0.2915208812260536,0.522,1.02812,-0.44041,12062.39,28891.0,-621.0
PSN,,12.12683,1.6889735376044568,0.0718,,,3699.293,,
PSON,,16.24526,2.225378082191781,0.073,,,6185.872,,
PSX,14.9559,25.16208,1.0528066945606696,0.239,2.22086,10.76966,64586.27,132376.0,4394.0
PTC,20.50183,17.86388,1.621777576032683,0.11015,4.30681,6.78915,16563.07,2859.923,818.283
PWR,85.6806,54.86008,3.03094364640884,0.181,9.74051,6.79337,87087.48,28479.7,1028.378
PYPL,8.4821,8.58124,0.7078303762176964,0.121233,2.08835,5.42083,41367.01,33172.0,5233.0
Q,-99999.99,55.84315,,-999.9999,3.83578,-99999.99,27202.27,-99999.99,-99999.99
QCOM,26.39245,10.55201,2.0799105118956103,0.050733,5.9465,4.8404,136309.3,44867.0,5365.0
RACE,,33.66511,3.4658063519843516,0.097135,,,58244.92,,
RCL,17.64748,17.63585,0.8709061728395062,0.2025,7.4332,15.63339,74636.05,17935.0,4269.0
REG,27.81239,34.53367,6.166726785714286,0.0559999999999999,2.13887,2.81709,14344.58,1553.524,513.81
REGN,18.2982,17.76941,1.974378888888889,0.09,2.5966,41.96314,81176.95,14342.9,4549.4
REL,,19.23435,2.1619645486528714,0.0889669999999999,,,44351.29,,
RF,12.22467,12.03249,,-999.9999,1.38092,2.30272,24049.0,7073.0,2061.0
RHM,,57.3925,,-999.9999,,,72173.29,,
RIO,,15.22823,3.310484782608696,0.046,,,124167.2,,
RJF,14.50005,12.28531,,-999.9999,2.33675,10.21652,29197.07,16053.0,2090.0
RKT,,14.79408,3.1611282051282052,0.0467999999999999,,,33311.28,,
RL,26.21723,25.20962,1.8627843910945592,0.135333,8.08042,14.69034,23314.99,7833.1,918.5
RMD,22.53604,29.4864,1.6381333333333332,0.18,5.25369,10.11624,33211.76,5398.119,1485.875
RMV,,15.0026,1.5972957146659568,0.093925,,,3281.752,,
ROK,45.17247,32.92644,2.8196480411046885,0.116775,11.84911,8.74205,44370.14,8566.0,988.0
ROL,51.28842,48.96007,3.3534294520547947,0.146,19.53386,1.08777,26890.16,3761.05,526.705
ROP,24.64558,17.52221,2.19027625,0.08,1.87598,14.19646,35818.2,7902.5,1536.3
ROST,33.99609,34.79855,5.437273437499999,0.064,11.71662,6.61576,72454.34,22750.56,2145.044
RSG,31.66959,31.43197,3.975358872854667,0.079067,5.58456,6.852,67043.49,16591.0,2139.0
RTO,,22.5463,2.2278952569169963,0.1012,,,12478.48,,
RTX,40.94435,32.8128,3.20281112737921,0.1024499999999999,4.18024,4.96259,273488.5,88603.0,6732.0
RVTY,43.66715,18.412,3.043305785123967,0.0605,1.40089,2.07158,10113.73,2856.051,239.883
SANTANDER,,11.57236,0.8236555160142348,0.1405,,,152005.1,,
SAP,,22.89926,0.9367014770909776,0.244467,,,171376.3,,
SBAC,22.26936,22.18927,2.77365875,0.08,-99999.99,9.80989,23110.58,2815.139,1053.632
SBRY,,15.34148,3.0992888888888888,0.0495,,,8025.608,,
SBUX,80.73774,26.96567,1.3176481798192037,0.20465,-99999.99,1.20043,110421.0,37701.7,1369.0
SCHW,20.82267,20.06063,0.7866913725490196,0.255,4.00901,4.67135,169064.9,27675.0,8417.0
SDLF,,12.53944,0.6339453993933266,0.1978,,,7119.692,,
SDR,,18.16026,,-999.9999,,,9374.34,,
SGE,,16.94578,1.2555498751546674,0.134967,,,7744.88,,
SGRO,,19.42615,3.725052732502397,0.05215,,,9541.309,,
SHEL,,14.23976,1.5821955555555556,0.09,,,193500.2,,
SHW,32.72149,29.52303,4.483375854214123,0.06585,18.08512,10.26023,83046.96,23574.3,2568.5
SIE,,21.0014,,-0.03,,,177318.5,,
SJM,-99999.99,10.27913,6.082325443786982,0.0169,1.8843,-11.78815,9861.771,8926.6,-1255.7
SLB,22.22852,18.14477,,-0.001,3.0091,2.36363,78869.55,35709.0,3374.0
SMCI,17.70033,10.90294,0.3249758569299553,0.3354999999999999,1.98899,1.31184,13943.19,28057.11,872.78
SMIN,,23.9056,1.7449343065693432,0.1369999999999999,,,7627.421,,
SMT,,-99999.99,,-999.9999,,,14711.59,,
SNA,19.98987,20.03686,4.887039024390244,0.0409999999999999,3.35573,19.19872,19978.57,5156.1,1016.9
SNDK,-99999.99,68.2397,0.6783270377733599,1.006,12.34039,-7.52643,125692.6,8929.0,-1031.0
SNPS,62.64921,28.20111,2.1576977811782707,0.1307,2.53763,6.46329,77567.3,8007.661,1105.395
SO,24.91448,22.73977,3.3440838235294117,0.068,2.97788,3.917,110013.6,29552.0,4341.0
SOLV,7.45825,10.98733,6.86708125,0.016,2.27404,8.8734,11475.96,8325.0,1556.0
SPG,14.03842,30.07406,4.080605156037992,0.0737,12.52169,14.17325,64635.04,6364.505,4624.275
SPGI,28.94343,23.81011,1.9326387987012987,0.1232,4.17136,14.66032,128627.0,15336.0,4472.0
SPX,,25.14717,4.007517131474104,0.06275,,,5405.543,,
SRE,36.29596,21.80376,3.2373808463251668,0.06735,2.06083,2.74824,65169.92,13702.0,1796.0
SSE,,18.45963,1.9822421476510068,0.093125,,,33425.87,,
STAN,,-99999.99,,-999.9999,,,403527.7,,
STE,31.1404,21.9251,,-999.9999,3.06798,7.1852,21944.29,5828.131,708.658
STJ,,14.93764,1.920005141388175,0.0778,,,6542.607,,
STLD,23.75184,22.89515,,-999.9999,3.07447,7.99938,27497.22,18176.58,1185.595
STT,14.65669,13.73064,1.0481404580152671,0.131,1.59169,9.44893,38366.6,11648.0,2717.0
STX,56.56501,43.48321,0.3826568398820785,1.13635,237.9543,8.853,112185.2,10058.0,1970.0
STZ,25.71259,14.02415,,-0.022267,3.66678,6.34203,28278.1,9383.0,1109.6
SU,,30.11276,3.9337374265186154,0.07655,,,147801.1,,
SVT,,18.7075,,-999.9999,,,9791.435,,
SW,31.74531,14.29361,3.555624378109453,0.0401999999999999,1.20097,1.32744,22092.05,31179.0,699.0
SWK,27.75353,16.14804,1.616420420420421,0.0999,1.2573,2.64579,11402.68,15130.4,401.9
SWKS,21.73687,12.29993,,-0.071,1.47222,2.60203,8506.958,4053.8,394.3
SYF,7.80677,7.95064,0.9815604938271604,0.081,1.61825,9.28553,25197.25,22601.0,3469.0
SYK,40.38184,25.01475,2.326953488372093,0.1075,5.78595,8.39833,129885.3,25116.0,3246.0
SYY,20.16831,17.47326,2.7749868978988994,0.062967,15.73138,3.71821,35858.59,82646.0,1797.0
T,8.79818,13.09396,1.49931411951954,0.087333,1.70887,3.05063,187400.8,125648.0,21889.0
TAP,-99999.99,8.24081,,-0.02245,0.8333,-10.84867,7970.31,11140.8,-2139.6
TDG,39.41338,31.69872,2.4920377358490566,0.1272,-99999.99,31.09401,69209.48,9109.0,1808.0
TDY,34.69861,30.40733,4.538407462686568,0.067,2.8772,18.87626,30336.89,6115.4,894.8
TECH,109.4867,31.19632,3.0785943374813733,0.101333,4.30749,0.50755,8694.109,1215.577,79.959
TEL,32.86741,30.44746,2.4488639379730244,0.1243329999999999,5.17063,6.95613,67087.88,18095.0,2066.0
TER,104.5688,103.28682,5.905478559176673,0.1748999999999999,20.334,3.48297,57020.51,3190.024,554.046
TFC,13.20591,12.67959,1.083725641025641,0.1169999999999999,1.05735,3.82253,62646.17,24542.0,4974.0
TGT,15.2543,17.04224,,-0.0265,3.47453,8.13082,56167.68,104780.0,3705.0
TJX,33.85463,35.31376,3.5431747719907296,0.0996669999999999,17.92635,4.87378,182623.8,60372.0,5494.0
TKO,84.86568,70.67494,,-999.9999,10.2256,2.32214,38256.2,3697.156,197.778
TMO,28.23481,22.00385,3.027372287880247,0.072683,3.52539,17.72493,185981.6,44556.0,6704.0
TMUS,20.33037,19.66081,1.2731623765582,0.154425,3.69345,9.7165,217662.0,88309.0,10992.0
TPL,54.20222,53.84265,,-999.9999,17.86035,6.97333,26057.84,798.19,481.376
TPR,62.98023,35.97577,3.597577,0.1,56.12495,2.4233,30900.09,7514.8,522.3
TRGP,28.79473,28.82532,1.392527536231884,0.207,17.12525,8.49982,52572.78,17028.3,1841.4
TRMB,37.18059,21.17152,2.0357230769230767,0.104,2.64541,1.75952,15303.66,3587.3,424.0
TROW,9.9688,9.46911,2.869427272727273,0.033,1.85477,9.24484,20054.56,7314.8,2036.5
TRV,11.00695,12.07794,1.9799901639344264,0.061,2.005,27.54895,64479.67,48830.0,6242.0
TSCO,,17.30376,1.5768966491392744,0.109733,,,31360.83,,
TSLA,321.3008,210.24393,,-0.0527,15.78364,1.07569,1296916.0,94827.0,3794.0
TSM,35.00536,35.30349,1.281433393829401,0.2755,11.09682,10.44097,1598250.0,120061.0,54147.47
TSN,116.356,16.90439,1.3003376923076924,0.13,1.28132,0.56224,23033.01,55281.0,200.0
TT,35.00687,35.33871,2.5785268150310103,0.13705,11.87773,13.14342,101837.0,21321.9,2955.6
TTD,22.79111,11.66252,0.6983544910179641,0.1669999999999999,3.94816,0.9043,9809.887,2896.284,443.304
TTE,,13.01086,2.224078632478633,0.0584999999999999,,,172051.7,,
TTWO,-99999.99,63.57537,,-999.9999,10.4872,-22.35721,36674.0,6559.1,-3964.9
TXN,39.46926,39.23351,4.509598850574713,0.087,11.98223,5.44677,195731.4,17682.0,4973.0
TXT,17.83923,14.96023,1.1779708661417323,0.127,2.02321,5.1241,15914.38,14799.0,923.0
TYL,44.96274,28.36064,1.9972281690140845,0.142,3.76942,7.19885,13741.41,2332.34,315.603
UAL,9.54594,9.18193,1.0032155148866428,0.091525,2.06736,10.23157,31708.51,59071.0,3353.0
UBER,15.16531,13.83836,1.1577020571724963,0.119533,5.49152,4.73515,146264.4,52017.0,10053.0
UCG,,9.81511,,-999.9999,,,100867.0,,
UDR,30.9059,58.21643,,-999.9999,3.52624,1.12794,11360.67,1712.317,372.865
UHS,8.11594,8.80569,0.6367093275488069,0.1383,1.57683,23.1495,11476.96,17364.83,1488.796
ULTA,20.70814,20.83449,2.60431125,0.08,8.39366,25.72853,23302.44,12392.82,1153.479
ULVR,,15.35832,3.968558139534884,0.0387,,,94151.0,,
UNH,23.26168,18.80956,7.311782312925171,0.0257249999999999,2.95463,13.1938,278574.8,447567.0,12056.0
UNP,20.95826,21.46104,3.0226816901408453,0.071,8.06811,11.98334,149102.3,24510.0,7138.0
UPS,15.5013,14.60555,6.730668202764977,0.0217,5.3172,6.55687,86360.75,88661.0,5572.0
URI,19.85784,17.99215,2.711703089675961,0.0663499999999999,5.3989,38.64268,48256.44,16099.0,2494.0
USB,12.19623,12.41761,1.0523398305084746,0.118,1.50065,4.61864,87438.37,30970.0,7194.0
V,28.93459,24.11492,1.8459063074096755,0.13064,15.38822,10.65472,587603.6,41391.0,20594.0
VICI,10.74264,10.24499,,-999.9999,1.0789,2.61202,29995.83,4006.116,2775.493
VLO,30.74284,23.65501,1.4164676646706589,0.1669999999999999,2.96231,7.64731,70284.01,122687.0,2338.0
VLTO,23.86506,23.32214,2.8014582582582586,0.0832499999999999,7.1696,3.75528,22007.54,5503.0,940.0
VMC,35.9701,34.77033,2.318022,0.15,4.48891,8.14621,38228.05,7941.1,1081.2
